,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
724,RT @B0KITAE: yep bts owns facebook now😌 https://t.co/lIj5IJDsDV, yep bts owns facebook now   ,0.0,0.0,positive,0.0,0.645,0.355,0.296
726,RT @NOEHospital: #TBT to last week when our city leaders received their #COVIDvaccines at #NOEH! #sleevesupNOLA #sleevesupLA @mayorcantrell…,  tbt to last week when our city leaders received their  covidvaccines at  noeh   sleevesupnola  sleevesupla   ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
727,https://t.co/GCEMbmsSPS, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
728,"RT @EpochTimes: “This is the biggest argument that could be made for better regulation around these platforms,” Cooper said.

#Facebook’s d…",  this is the biggest argument that could be made for better regulation around these platforms   cooper said    facebook s d ,0.5,0.5,positive,0.117,0.748,0.136,0.1027
729,"RT @DDD_dita_: Hi @VineEnt_Music @5ecretNumber ?우리는 회원들이 Twitter, Facebook,Instagram 등에서 업로드하고 더 활동 적이기를 바랍니다.

그 이유는 Brand Reputation SN과…", hi   music             twitter  facebook instagram                                  brand reputation sn  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
730,"@nixy_noo @smh Facebook is sending news organisations broke, are you keen to get your news directly from Facebook itself?",  noo   facebook is sending news organisations broke  are you keen to get your news directly from facebook itself ,0.1,0.4,negative,0.131,0.751,0.117,-0.0772
731,"RT @GiselaGormaz: Una vergüenza la falta de idoneidad en las comunicaciones, han relativizado la delincuencia extrema por todos los medios…", una verg enza la falta de idoneidad en las comunicaciones  han relativizado la delincuencia extrema por todos los medios ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
732,@gengarwho Because there target vote was on Facebook,  because there target vote was on facebook,0.0,0.0,neutral,0.0,1.0,0.0,0.0
734,RT @newscientist: Facebook's Australian news ban is a fight the whole world should watch https://t.co/yrx6DIdyUo https://t.co/U6Rcp66yZi, facebook s australian news ban is a fight the whole world should watch    ,0.1,0.2,negative,0.408,0.592,0.0,-0.7351
738,https://t.co/ZpcmIk7TI9, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
739,@Butterytunafish Please help a few indie authors by giving our authors page a LIKE. Links to our books are there. T… https://t.co/TS9bwn2EFw,  please help a few indie authors by giving our authors page a like  links to our books are there  t   ,-0.1,0.05,positive,0.0,0.568,0.432,0.836
740,ジョブ型雇用に転換急ぐ企業／「海つばめ」ダイジェスト1月26日号●ジョブ型賃金とは職種によって賃金が体系化され同一職種で働く労働者なら同一賃金を得るというものである。つまり職種ごとに異なる賃金差は当然であるというものだ。このジョブ… https://t.co/hi5f82ifGe,                          1 26                                                                                        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
741,"https://t.co/k4KxAHYF1I TELL US YOUR STORY - READ THE STORIES

""We in Texas are going through this terrible freeze.… https://t.co/TLWWhLaoZL",  tell us your story   read the stories   we in texas are going through this terrible freeze    ,-1.0,1.0,negative,0.193,0.744,0.064,-0.5307
745,RT @cuestion_p: Solicitamos ante los magistrados de la JEP que no sólo se tenga en cuenta versiones de militares: no sólo el Ejército mató.…, solicitamos ante los magistrados de la jep que no s lo se tenga en cuenta versiones de militares  no s lo el ej rcito mat   ,0.0,0.0,negative,0.173,0.827,0.0,-0.5267
746,Our Junior School artists are exploring the colours &amp; textures of our winter wonderland! Using items found in natur… https://t.co/46sw6QiWSo,our junior school artists are exploring the colours  amp  textures of our winter wonderland  using items found in natur   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
747,"RT @SUAlums: Is a teenager in your family going through - or about to go through - the college application process?
It can be daunting! We…", is a teenager in your family going through   or about to go through   the college application process  it can be daunting  we ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
748,"📢#TXST Bobcats: Hot, to-go meals are available for ANY student with their student ID (whether you have a meal plan… https://t.co/MPzHcdmsR1",  txst bobcats  hot  to go meals are available for any student with their student id  whether you have a meal plan   ,0.325,0.625,neutral,0.0,1.0,0.0,0.0
749,@JustinTrudeau Facebook must pay for their news content. Follow Australia’s lead!,  facebook must pay for their news content  follow australia s lead ,0.0,0.0,negative,0.135,0.865,0.0,-0.1027
751,"RT @tuanxcoco: 210218 BamBam Play The Sims Facebook Update 

https://t.co/MPxTytmm67

#BamBamPlayTheSims4 #BamBamxTheSims4 @BamBam1A @GOT7O…", 210218 bambam play the sims facebook update       bambamplaythesims4  bambamxthesims4     ,0.0,0.0,positive,0.0,0.769,0.231,0.34
753,"@augustosnunes TERÇA LIVRE TV
🇧🇷 Boletim da Noite desta quinta-feira:
Portal Terça Livre: https://t.co/Q3dIs8ItFf… https://t.co/cEJhIeruOm",  ter a livre tv    boletim da noite desta quinta feira  portal ter a livre     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
754,@inkl This is a great app and a perfect alternative to Facebook news.,  this is a great app and a perfect alternative to facebook news ,0.9,0.875,positive,0.0,0.506,0.494,0.8316
755,"RT @reddogsusie: #TN #MEMPHIS
🆘🆘CODE RED Willow 3yo hw+ HAS SEVERE OVERBITE, SEVERE DENTAL WEAR, MISSING TEETH, HAS MAMMARY MASS! This poor…",  tn  memphis   code red willow 3yo hw  has severe overbite  severe dental wear  missing teeth  has mammary mass  this poor ,-0.20000000000000004,0.21666666666666667,negative,0.408,0.592,0.0,-0.8757
756,"RT @FakboyNumber: Hi @VineEnt_Music @5ecretNumber ?우리는 회원들이 Twitter, Facebook,Instagram 등에서 업로드하고 더 활동 적이기를 바랍니다.

그 이유는 Brand Reputation S…", hi   music             twitter  facebook instagram                                  brand reputation s ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
759,RT @WORLDMUSICAWARD: Happy Birthday to #TVXQ's multitalented #Max #Changmin #최강창민! 👨‍🎤🎸🎂🍾🎁🎉🎇 ☀️👑 #HappyMAX_CHANGMINDay  #MAX_CHANGMIN  @TVX…, happy birthday to  tvxq s multitalented  max  changmin                       happymax changminday   max changmin    ,0.8,1.0,positive,0.0,0.73,0.27,0.5719
760,"RT @MaryanneChisho2: A friend on Facebook is asking for help naming her chicken. Yep, that chicken. That is indeed a chicken! 🤣 https://t.c…", a friend on facebook is asking for help naming her chicken  yep  that chicken  that is indeed a chicken     ,-0.6,0.9499999999999998,positive,0.0,0.633,0.367,0.7964
761,"Hi @VineEnt_Music @5ecretNumber ?우리는 회원들이 Twitter, Facebook,Instagram 등에서 업로드하고 더 활동 적이기를 바랍니다.

그 이유는 Brand Reputa… https://t.co/Eyig5fpTVQ",hi   music             twitter  facebook instagram                                  brand reputa   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
762,@HuhtasaariSaara https://t.co/A8pbulgEav,   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
764,"Live Video on:
Periscope https://t.co/j9B1MFeML7
YouTube https://t.co/J2M6H3cVUj
Facebook Live https://t.co/BVKLd4hL4P",live video on  periscope   youtube   facebook live  ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
765,"RT @JuddLegum: 3. Facebook's actions today can best be understood as an aggressive lobbying effort. 

It's showing Australian government it…", 3  facebook s actions today can best be understood as an aggressive lobbying effort    it s showing australian government it ,0.5,0.15,positive,0.137,0.664,0.199,0.5106
766,Remember when we used to take 79 pictures on a night out and then upload every single one to Facebook the next day?… https://t.co/HzNvSQLGfC,remember when we used to take 79 pictures on a night out and then upload every single one to facebook the next day    ,-0.03571428571428571,0.10714285714285714,neutral,0.0,1.0,0.0,0.0
767,"I've spent part of today on Facebook (I know, work with me here), stirring the pot over posts mourning Rush Limbaug… https://t.co/cBsJGPMbHh",i ve spent part of today on facebook  i know  work with me here   stirring the pot over posts mourning rush limbaug   ,-0.1,0.1,negative,0.132,0.868,0.0,-0.4404
770,https://t.co/AmPSAlhI4B, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
771,@MattyHuss Editor of a smaller paper was interviewed on ABC Ballarat this morning and asked about how the paper use… https://t.co/3vuzapUyeI,  editor of a smaller paper was interviewed on abc ballarat this morning and asked about how the paper use   ,0.0,0.5,neutral,0.0,1.0,0.0,0.0
772,"GENTE, la pagina de Facebook de Gaturro Shitpot tiene un server de Discord, asi que si les pinta unirse estaría pio… https://t.co/pvQ5ZPAfhQ",gente  la pagina de facebook de gaturro shitpot tiene un server de discord  asi que si les pinta unirse estar a pio   ,0.0,0.0,negative,0.119,0.881,0.0,-0.4019
774,"Fortunately, ABC News (America) posts still go through on Facebook :) 
----
Note to @ScottMorrisonMP (ScoMo)ron + N… https://t.co/uFZDUelIR9",fortunately  abc news  america  posts still go through on facebook          note to    scomo ron   n   ,0.4,0.7,neutral,0.0,1.0,0.0,0.0
775,RT @cgajardop: Ahora comversamos con @christianpviera en “Conversaciones ConstituOyentes”. Pueden seguirnos en este link https://t.co/f4iKk…, ahora comversamos con   en  conversaciones constituoyentes   pueden seguirnos en este link  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
776,qm usa facebook em pleno 2021?,qm usa facebook em pleno 2021 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
778,Now I remember why I muted and deleted so many people off of Facebook... back to it.,now i remember why i muted and deleted so many people off of facebook    back to it ,0.25,0.25,neutral,0.0,1.0,0.0,0.0
779,@Whataverygudsup https://t.co/UlEuNCjJ6w,   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
780,"RT @FernandoMadridd: Espectacular erupción del volcán Etna, buena columna de lava, vaya altura. 🤐😯 #Etna #volcano
#Volcan Vía @cfariasvega…", espectacular erupci n del volc n etna  buena columna de lava  vaya altura      etna  volcano  volcan v a   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
782,parece foto de grupo de brecho no facebook https://t.co/wGHiRRxvzM,parece foto de grupo de brecho no facebook  ,0.0,0.0,negative,0.239,0.761,0.0,-0.296
783,"RT @koryserum: สนุกมาก ปริ่มมาก น้องๆน่ารักทุกคนเลย #korymyengineer

📢[🔴LIVEสด] 
""แม่ฮาน่า"" &amp;​ พี่โก้ควง 4 หนุ่ม 
""คูเปอร์-ปอย-เชน-อินทัช""…",                                       korymyengineer     live                 amp             4                                 ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
784,"RT @sf_baybeat: https://t.co/AVIqhVH1Nt

Celebrate Chinese New Year virtually this year! 🎉 Don’t miss the Chinese New Year Preshow on Faceb…",    celebrate chinese new year virtually this year    don t miss the chinese new year preshow on faceb ,0.06818181818181818,0.22727272727272727,positive,0.083,0.725,0.192,0.4767
787,"RT @KooyJan: Will @Facebook cave to pressure and restrict space for human rights advocacy on Israel / Palestine?

It should not.

@OmarSSha…", will   cave to pressure and restrict space for human rights advocacy on israel   palestine   it should not     ,0.0,0.1,negative,0.242,0.758,0.0,-0.5859
788,"RT @DanielBleakley: Australian government cuts $80 million from public broadcaster &amp; gifts $40 million to foreign owned News Corp.

With Ne…", australian government cuts  80 million from public broadcaster  amp  gifts  40 million to foreign owned news corp   with ne ,-0.041666666666666664,0.06388888888888888,negative,0.109,0.891,0.0,-0.296
791,"Σπυρίντοβιτς - Η Αλήθεια, 18-2-2021 [Β' Μέρος] https://t.co/1GIfFZEsyF μέσω @FacebookWatch",                          18 2 2021                    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
792,"هل تعلم لماذا سُميت الدول العربية بهذه الأسماء؟
https://t.co/DZjhdMHgXY",                                                 ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
794,RT @JuddLegum: 2. Facebook's dramatic action to cut off news to Australians (and others) in the middle of a pandemic isn't a RESPONSE to a…, 2  facebook s dramatic action to cut off news to australians  and others  in the middle of a pandemic isn t a response to a ,-0.11111111111111109,0.2333333333333333,negative,0.104,0.896,0.0,-0.2732
795,RT @AOLSwamiji: When Gurudev @SriSri Ji was asked which is His favourite song... https://t.co/jKBeIYslpq https://t.co/r40dXzO7aW, when gurudev   ji was asked which is his favourite song       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
796,https://t.co/tcVQggi0Vk, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
797,https://t.co/4HM9XKOgf9, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
800,"RT @TrapperJohn84: Just heard on SBS that Morrison has accused Facebook of being arrogant. 

As there are simply not enough laughing emojis…", just heard on sbs that morrison has accused facebook of being arrogant    as there are simply not enough laughing emojis ,0.0,0.5,negative,0.321,0.679,0.0,-0.7922
801,"RT @AmaratJeab: https://t.co/mBImBbsJ4v
 
ตอบไม่ได้ก็ใช้กม.ปิดปาก

#ก้าวไกล
#อภิปรายไม่ไว้วางใจ64 https://t.co/Q09VxY8PrR",                                                          64  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
803,https://t.co/3D7Z3hzMUQ, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
804,@TholbertJean https://t.co/pAzT3L5Yqx voye je sou moun sa you souple,    voye je sou moun sa you souple,0.0,0.0,neutral,0.0,1.0,0.0,0.0
805,"@JA_DelgadoRamos Pues vuestro lider supremo decía esto de Pablo Hasel en 2014, a ver si os aclarais...

https://t.co/jRdK18se7L",  delgadoramos pues vuestro lider supremo dec a esto de pablo hasel en 2014  a ver si os aclarais      ,0.0,0.0,positive,0.0,0.838,0.162,0.4404
806,"RT @cuestion_p: 'Muertes ilegítimas presentadas como bajas en combate' es un sofisma para decir: asesinatos, ejecuciones y homicidios. 'Fal…",  muertes ileg timas presentadas como bajas en combate  es un sofisma para decir  asesinatos  ejecuciones y homicidios   fal ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
807,"@problem_we It doesn’t matter what the government says . They can’t do it !!

https://t.co/VEjjLRVXb6",  we it doesn t matter what the government says   they can t do it      ,0.0,0.0,positive,0.0,0.909,0.091,0.0258
808,https://t.co/8r751lGXBR, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
810,"El @MunicipioOaxaca, a través de la Dirección de Economía, pone a disposición de la población una bolsa de trabajo… https://t.co/HmGDQEuFLU",el    a trav s de la direcci n de econom a  pone a disposici n de la poblaci n una bolsa de trabajo   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
811,"RT @EpochTimes: “Facebook never asked me to take down whatever COVID posts they are talking about,” said @KSorbs.

Actor #KevinSorbo says h…",  facebook never asked me to take down whatever covid posts they are talking about   said     actor  kevinsorbo says h ,-0.15555555555555559,0.2888888888888889,neutral,0.0,1.0,0.0,0.0
812,Who gets their news from Facebook anyway?,who gets their news from facebook anyway ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
813,RT @lukedepulford: Facebook profits from genocide denial and blocks news in Australia. Read this investigation and vote with your feet. #Uy…, facebook profits from genocide denial and blocks news in australia  read this investigation and vote with your feet   uy ,0.0,0.0,positive,0.087,0.78,0.133,0.25
814,Only the US/UK/AUS where Murdoch dominates their news media lodge this complaint against Facebook and Google....all… https://t.co/stBAbqPxFL,only the us uk aus where murdoch dominates their news media lodge this complaint against facebook and google    all   ,-0.15,0.6,negative,0.121,0.821,0.058,-0.3182
815,"RT @YannickNull: Que onda gente, el día de hoy les traigo un bodeon de práctica con el color azul, espero les guste y no olviden seguirme e…", que onda gente  el d a de hoy les traigo un bodeon de pr ctica con el color azul  espero les guste y no olviden seguirme e ,0.0,0.0,negative,0.091,0.909,0.0,-0.296
816,https://t.co/hYrTiEy4f7, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
817,"RT @Estamos_Listas: «Queremos que las mujeres ocupen el poder político»: Estamos Listas. 
@nataliatg13 entrevista a @MilenaTrujilloL, de la…",  queremos que las mujeres ocupen el poder pol tico   estamos listas     entrevista a    de la ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
818,@Facebook has restricted my account WITH NO EXPLANATION! That’s it ! I’m fucking done... this is why I don’t use th… https://t.co/SqRiYt9qcr,  has restricted my account with no explanation  that s it   i m fucking done    this is why i don t use th   ,-0.6,0.8,negative,0.242,0.758,0.0,-0.5859
819,@jeffreyrigby @9NewsAUS If Facebook has to pay news sites every time they use their free account to post an article… https://t.co/S8wWj1JJjp,    if facebook has to pay news sites every time they use their free account to post an article   ,0.4,0.8,positive,0.068,0.773,0.159,0.4404
820,"Feeding many needy pets in @Russell County, Virginia...and loving our neighbors while doing it!! Find out more abou… https://t.co/BdD4yFhiVa",feeding many needy pets in   county  virginia   and loving our neighbors while doing it   find out more abou   ,0.5333333333333333,0.65,positive,0.108,0.717,0.175,0.3612
825,"@hendygolf @Facebook WhatsApp is great. Simply chats between friends/family &amp; work colleagues without any ads, politics &amp; spam.",    whatsapp is great  simply chats between friends family  amp  work colleagues without any ads  politics  amp  spam ,0.4,0.5535714285714286,positive,0.105,0.591,0.304,0.6908
826,"@bernardokuster2 TERÇA LIVRE TV
🇧🇷 Boletim da Noite desta quinta-feira:
Portal Terça Livre: https://t.co/Q3dIs8ItFf… https://t.co/LGklIMcXBm",  ter a livre tv    boletim da noite desta quinta feira  portal ter a livre     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
829,https://t.co/r52sEcIbX0, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
830,#truthmatters #mediamanipulation #friday @GaRepublicans @GOPChairwoman Facebook blocks Australians from News Access… https://t.co/SSFimoBs8x, truthmatters  mediamanipulation  friday     facebook blocks australians from news access   ,0.0,0.0,negative,0.192,0.808,0.0,-0.2263
832,https://t.co/OSGi9jYXtY stop Genosaid #100DaysOfGenocide,  stop genosaid  100daysofgenocide,0.0,0.0,negative,0.524,0.476,0.0,-0.296
833,https://t.co/dSWDvR08bw, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
835,RT @QASQuincy: Muffy is a laid back 9-yr-old whose owner is can no longer care for her. She just had a senior wellness test &amp; is ready to g…, muffy is a laid back 9 yr old whose owner is can no longer care for her  she just had a senior wellness test  amp  is ready to g ,0.10000000000000002,0.2333333333333333,positive,0.069,0.66,0.27,0.7506
836,"@PornPanic And as a result, it's been a PR disaster for Facebook. No one's going to have sympathy for one of the ri… https://t.co/zufLKbGbkV",  and as a result  it s been a pr disaster for facebook  no one s going to have sympathy for one of the ri   ,0.0,0.0,negative,0.244,0.659,0.097,-0.5859
837,"RT @CoachJonBeck: If you have a former coach who you can still call, Snap, Facebook, text, FaceTime, etc. then you had a coach who put you…", if you have a former coach who you can still call  snap  facebook  text  facetime  etc  then you had a coach who put you ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
839,Ruppy wants royalties for Facebook news content https://t.co/Pt5DVXbLsC,ruppy wants royalties for facebook news content  ,0.2,0.1,neutral,0.0,1.0,0.0,0.0
840,"Facebook has purged The RED HEART Campaign Facebook page. This means the stories of thousands of women, children an… https://t.co/ufD1xfM8aL",facebook has purged the red heart campaign facebook page  this means the stories of thousands of women  children an   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
841,https://t.co/EnRTY8SbTv, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
842,"RT @faollan_art: Sweet Daddy bf
https://t.co/VV3WHrnNjg
https://t.co/fP1pOx9rVe https://t.co/hhyLj06ZQQ", sweet daddy bf      ,0.35,0.65,positive,0.0,0.4,0.6,0.4588
843,CAN PORN ACCOUNTS PLEASE STOP DMING ME ON INSTAGRAM AND ADDING ME ON FACEBOOK IM SICK OF IT. SICK OF IT!!!!!,can porn accounts please stop dming me on instagram and adding me on facebook im sick of it  sick of it     ,-0.7142857142857143,0.8571428571428571,negative,0.313,0.605,0.082,-0.7579
844,"ya en stream muchachos!!!!!!
VALORANT con los PANAS 7U7
https://t.co/RfNHIeb9Q9",ya en stream muchachos       valorant con los panas 7u7  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
846,"RT @MaxWeneer: Please, go to Men's Health facebook and like their posts about Wonho too.

📎https://t.co/GkjuJ3XrU9

📎https://t.co/BDC544o7h…", please  go to men s health facebook and like their posts about wonho too         ,0.0,0.0,positive,0.0,0.696,0.304,0.5859
847,No te pierdas #EnsambleSocial todos los viernes a las 15:00 hrs. a través de la señal de FBLive… https://t.co/fFFUONI65A,no te pierdas  ensamblesocial todos los viernes a las 15 00 hrs  a trav s de la se al de fblive   ,0.0,0.0,negative,0.115,0.885,0.0,-0.296
848,"RT @pupurae: ภาคต่อ ตอบจบคืออีหยังวะ555555555555 ใครชอบฝากกดไลค์ให้พี่เค้าหน่อยอยากอ่านเยอะๆค่า เพจชื่อ ลุงลุง https://t.co/NFqzAfBwvu 
กะท…",                        555555555555                                                                      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
850,"https://t.co/AVIqhVH1Nt

Celebrate Chinese New Year virtually this year! 🎉 Don’t miss the Chinese New Year Preshow… https://t.co/9nq3i1sdMl",   celebrate chinese new year virtually this year    don t miss the chinese new year preshow   ,0.06818181818181818,0.22727272727272727,positive,0.092,0.694,0.214,0.4767
851,"RT @MCWWrestling: Check out this photo album from #MCWXtremeAnniversary featuring #AEW’s @MattHardyBrand, #WWE’s @JeffHardyBrand, #ROH’s @R…", check out this photo album from  mcwxtremeanniversary featuring  aew s     wwe s     roh s   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
852,"RT @DavidLithgow: @CNN Q: Why did Australian News Outlets want money from Facebook?
A: Because the Australian Consumer wasn't giving it to…",   q  why did australian news outlets want money from facebook  a  because the australian consumer wasn t giving it to ,0.0,0.0,positive,0.0,0.802,0.198,0.4019
853,"RT @breaking_et: 🚨 Mayor of Colorado City, Texas RESIGNS after posting this controversial Facebook post. https://t.co/EDGaiDkmDR",   mayor of colorado city  texas resigns after posting this controversial facebook post   ,0.55,0.95,negative,0.301,0.699,0.0,-0.5106
854,"https://t.co/OlPF4I92RS
KIA MANANTIAL 
LLÉVATELO 
SOUL LX MT 2021
Enganche $ 55,766.66 y Mensualidad $ 6,838.29",  kia manantial  ll vatelo  soul lx mt 2021 enganche   55 766 66 y mensualidad   6 838 29,0.0,0.0,negative,0.231,0.769,0.0,-0.6369
855,RT @CollectorSGL: कलेक्टर ने बैठक मे अनुपस्थित प्रचार्यो का एक दिवस का वेतन काटने एवं बीईओ देवसर के विरूद्ध अनुशासनात्मक कार्यवाही करने का…,                                                                                                                          ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
857,"RT @teslaownersSV: Market caps

1. Apple $AAPL - $2.2 trillion
2. Microsoft $MSFT - $1.8T
3. Saudi Aramco - $1.8T
4. Amazon $AMZN - $1.6T
5…", market caps  1  apple  aapl    2 2 trillion 2  microsoft  msft    1 8t 3  saudi aramco    1 8t 4  amazon  amzn    1 6t 5 ,0.0,0.0,positive,0.0,0.884,0.116,0.1779
858,"RT @s8mb: The Facebook decision in Australia is 100% reasonable, and the Australian govt and the ACCC only have themselves to blame for it.…", the facebook decision in australia is 100  reasonable  and the australian govt and the accc only have themselves to blame for it  ,0.06666666666666667,0.5333333333333333,negative,0.103,0.897,0.0,-0.34
859,RT @AndrewBartlett: Seeing Murdoch media repeatedly calling Facebook a bully with zero sense of irony is a sight to behold., seeing murdoch media repeatedly calling facebook a bully with zero sense of irony is a sight to behold ,0.0,0.0,negative,0.239,0.761,0.0,-0.5267
861,"The real King cover we've all been waiting for https://t.co/Pcbdgwf5Yr
さっきから気になってたがこのYAGOOの決め顔どこから見つけてきたんだw
faceboo… https://t.co/BBnnko7XFH",the real king cover we ve all been waiting for                 yagoo                w faceboo   ,0.2,0.30000000000000004,neutral,0.0,1.0,0.0,0.0
862,RT @bkksnow: ฝากสื่อมวลชนและทุกคนข่วยกันเผยแพร่แถลงการณ์ฉบับนี้ด้วยครับ: “คณาจารย์คณะนิติศาสตร์ ขอเรียกร้องให้ผู้พิพากษาทุกท่านได้ยึดมั่นใน…,                                                                                                                                ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
863,"RT @geeky_jane: WEHI, The Doherty, QBI, The Garvan - all blacklisted on Facebook due to 'news ban' in Australia.  World class research that…", wehi  the doherty  qbi  the garvan   all blacklisted on facebook due to  news ban  in australia   world class research that ,-0.125,0.375,negative,0.159,0.841,0.0,-0.5574
865,⁦@SenTedCruz⁩ Be more like Mattress Mack. #CancunCruz https://t.co/pNGu8OzlEl,    be more like mattress mack   cancuncruz  ,0.5,0.5,positive,0.0,0.642,0.358,0.4201
866,❇️ Muchas gracias a mis amigos de @EnlaceNoticias1 por la entrevista y la labor comunitaria que realizan al informa… https://t.co/G2svXiMCJx,   muchas gracias a mis amigos de   por la entrevista y la labor comunitaria que realizan al informa   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
869,"RT @mar_rey2125: Difusión porfavor @unaiwind @NuriGago
@jacamp98
@silviaromera1 @Policias_APDA
@AsociacionADAT https://t.co/O0pqvspOhr http…", difusi n porfavor           apda     http ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
870,RT @milesb: Who else is enjoying the new @Facebook Australia edition? 👌#auspol #FacebookBan https://t.co/rdE3clHQE7, who else is enjoying the new   australia edition    auspol  facebookban  ,0.3181818181818182,0.5272727272727272,positive,0.0,0.726,0.274,0.5267
872,"RT @Futbolfpc: ¡ESTAMOS CON @diegoyudcovsky ! 

Hablaremos del tema de ANDRES ROMÁN en el entre tiempo de 🔵Millonarios - Pasto🌋. 

EN VIVO:…",  estamos con       hablaremos del tema de andres rom n en el entre tiempo de  millonarios   pasto     en vivo  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
874,https://t.co/8yRDqENcqL, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
876,"Estas son las medidas en Colima con el Semáforo Naranja 🟠🚦

Más información sobre #Covid19 en Colima 👉🏻… https://t.co/hFFTg8V6zs",estas son las medidas en colima con el sem foro naranja     m s informaci n sobre  covid19 en colima      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
877,RT @IVEC_Oficial: Compartimos la programación de actividades que presentará Arely León en el programa “Circuitos Artísticos en Casas de la…, compartimos la programaci n de actividades que presentar  arely le n en el programa  circuitos art sticos en casas de la ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
878,“Arrogant” and “disappointing” are two of many adjectives that perfectly describe #Zuckerberg ! #Facebook #Australia https://t.co/Lj9lqNmgPI, arrogant  and  disappointing  are two of many adjectives that perfectly describe  zuckerberg    facebook  australia  ,0.3,0.7333333333333334,negative,0.296,0.509,0.194,-0.296
879,RT @FCN2go: The Florida Fish and Wildlife Conservation Commission feels it's important for the public to see the deep propeller marks that…, the florida fish and wildlife conservation commission feels it s important for the public to see the deep propeller marks that ,0.13333333333333333,0.48888888888888893,positive,0.0,0.913,0.087,0.2023
882,"Jajsjaajsajsa me pasa algo parecido, estoy en un grupo de Facebook que trata de los mismo y no publico cosas porque… https://t.co/e5gXzwavND",jajsjaajsajsa me pasa algo parecido  estoy en un grupo de facebook que trata de los mismo y no publico cosas porque   ,0.0,0.0,negative,0.104,0.896,0.0,-0.296
884,RT @MalexReyes: #DeleteFacebook los de Facebook viendo el hashtag en tendencia https://t.co/IivSfoZfcU,  deletefacebook los de facebook viendo el hashtag en tendencia  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
885,RT @7NewsAustralia: Domestic violence groups and emergency services are just some of the victims caught in the crossfire between @Facebook…, domestic violence groups and emergency services are just some of the victims caught in the crossfire between   ,0.0,0.1,negative,0.391,0.609,0.0,-0.8402
888,"RT @mikeysmith: EXCLUSIVE: 

Former Tory intern and activist spent £65k on anti-Corbyn Facebook ads - and won’t say who funded them.

https…", exclusive    former tory intern and activist spent  65k on anti corbyn facebook ads   and won t say who funded them   https ,-0.05,0.05,positive,0.094,0.694,0.212,0.4404
889,"RT @KayColesJames: Had a great time with @klips and the @NeWNetwork talking about leadership, work-life balance, conservative values, and h…", had a great time with   and the   talking about leadership  work life balance  conservative values  and h ,0.8,0.75,positive,0.0,0.657,0.343,0.7783
